Store,Dept,Date,Weekly_Sales,IsHoliday
1,6,2011-03-25,4508.30,0
1,6,2011-04-01,3249.27,0
1,6,2011-04-08,3340.31,0
1,6,2011-04-15,3798.07,0
1,6,2011-04-22,2995.07,0
1,6,2011-04-29,4298.02,0
1,6,2011-05-06,7213.53,0
1,6,2011-05-13,4162.52,0
1,6,2011-05-20,4640.76,0
1,6,2011-05-27,5572.35,0
1,6,2011-06-03,4021.54,0
1,6,2011-06-10,3079.94,0
1,6,2011-06-17,3004.81,0
1,6,2011-06-24,3020.07,0
1,6,2011-07-01,4047.92,0
1,6,2011-07-08,3412.08,0
1,6,2011-07-15,3154.33,0
1,6,2011-07-22,3665.52,0
1,6,2011-07-29,2839.92,0
1,6,2011-08-05,2864.27,0
1,6,2011-08-12,3124.83,0
1,6,2011-08-19,3717.28,0
1,6,2011-08-26,3296.22,0
1,6,2011-09-02,3461.79,0
1,6,2011-09-09,6147.43,1
1,6,2011-09-16,3806.50,0
1,6,2011-09-23,4718.28,0
1,6,2011-09-30,3489.24,0
1,6,2011-10-07,4733.74,0
1,6,2011-10-14,4248.69,0
1,6,2011-10-21,5111.85,0
1,6,2011-10-28,6227.43,0
1,6,2011-11-04,6223.03,0
1,6,2011-11-11,3527.62,0
1,6,2011-11-18,2640.98,0
1,6,2011-11-25,18629.83,1
1,6,2011-12-02,5240.63,0
1,6,2011-12-09,6714.41,0
1,6,2011-12-16,10022.40,0
1,6,2011-12-23,18931.11,0
1,6,2011-12-30,6629.60,1
1,6,2012-01-06,3665.25,0
1,6,2012-01-13,2460.92,0
1,6,2012-01-20,2427.46,0
1,6,2012-01-27,1649.40,0
1,6,2012-02-03,3981.09,0
1,6,2012-02-10,7338.85,1
1,6,2012-02-17,4223.42,0
1,6,2012-02-24,3784.06,0
1,6,2012-03-02,6464.52,0
1,6,2012-03-09,4183.30,0
1,6,2012-03-16,3905.72,0
1,6,2012-03-23,2856.83,0
1,6,2012-03-30,4540.27,0
1,6,2012-04-06,4764.43,0
1,6,2012-04-13,4500.12,0
1,6,2012-04-20,2988.96,0
1,6,2012-04-27,3319.32,0
1,6,2012-05-04,4658.18,0
1,6,2012-05-11,3574.83,0
1,6,2012-05-18,6030.81,0
1,6,2012-05-25,5131.26,0
1,6,2012-06-01,3249.75,0
1,6,2012-06-08,4888.46,0
1,6,2012-06-15,4087.58,0
1,6,2012-06-22,4870.31,0
1,6,2012-06-29,4774.50,0
1,6,2012-07-06,2828.03,0
1,6,2012-07-13,2776.97,0
1,6,2012-07-20,3496.53,0
1,6,2012-07-27,2545.65,0
1,6,2012-08-03,3412.58,0
1,6,2012-08-10,-139.65,0
1,6,2012-08-17,2725.30,0
1,6,2012-08-24,2626.50,0
1,6,2012-08-31,2987.07,0
1,6,2012-09-07,2576.64,1
1,6,2012-09-14,3073.31,0
1,6,2012-09-21,4159.51,0
1,6,2012-09-28,3168.68,0
1,6,2012-10-05,3843.29,0
1,6,2012-10-12,3788.59,0
1,6,2012-10-19,3496.69,0
1,6,2012-10-26,4032.50,0
1,7,2010-02-05,21084.08,0
1,7,2010-02-12,18310.31,1
1,7,2010-02-19,19985.20,0
1,7,2010-02-26,17224.22,0
1,7,2010-03-05,19659.70,0
1,7,2010-03-12,21529.14,0
1,7,2010-03-19,22711.59,0
1,7,2010-03-26,16254.21,0
1,7,2010-04-02,22427.62,0
1,7,2010-04-09,20516.64,0
1,7,2010-04-16,19330.26,0
1,7,2010-04-23,18534.40,0
1,7,2010-04-30,22723.48,0
1,7,2010-05-07,20457.62,0
1,7,2010-05-14,18771.35,0
1,7,2010-05-21,28726.86,0
1,7,2010-05-28,36911.59,0
1,7,2010-06-04,44563.68,0
1,7,2010-06-11,26910.46,0
1,7,2010-06-18,26984.25,0
1,7,2010-06-25,28912.18,0
1,7,2010-07-02,22589.00,0
1,7,2010-07-09,22767.34,0
1,7,2010-07-16,22666.55,0
1,7,2010-07-23,20029.10,0
1,7,2010-07-30,17709.46,0
1,7,2010-08-06,21842.57,0
1,7,2010-08-13,19178.36,0
1,7,2010-08-20,17821.71,0
1,7,2010-08-27,16309.44,0
1,7,2010-09-03,18005.65,0
1,7,2010-09-10,20824.49,1
1,7,2010-09-17,17397.01,0
1,7,2010-09-24,18227.39,0
1,7,2010-10-01,16481.79,0
1,7,2010-10-08,16350.96,0
1,7,2010-10-15,16296.65,0
1,7,2010-10-22,15395.27,0
1,7,2010-10-29,17598.98,0
1,7,2010-11-05,19136.58,0
1,7,2010-11-12,21019.70,0
1,7,2010-11-19,24313.72,0
1,7,2010-11-26,72635.06,1
1,7,2010-12-03,47406.83,0
1,7,2010-12-10,63896.89,0
1,7,2010-12-17,96198.12,0
1,7,2010-12-24,166697.72,0
1,7,2010-12-31,27433.06,1
1,7,2011-01-07,17516.16,0
1,7,2011-01-14,10774.06,0
1,7,2011-01-21,12657.33,0
1,7,2011-01-28,13957.40,0
1,7,2011-02-04,17239.86,0
1,7,2011-02-11,21169.06,1
1,7,2011-02-18,24549.68,0
1,7,2011-02-25,23811.23,0
1,7,2011-03-04,19607.40,0
1,7,2011-03-11,20304.74,0
1,7,2011-03-18,22751.59,0
1,7,2011-03-25,19958.00,0
1,7,2011-04-01,20144.71,0
1,7,2011-04-08,21617.85,0
1,7,2011-04-15,19955.07,0
1,7,2011-04-22,24606.39,0
1,7,2011-04-29,22934.42,0
1,7,2011-05-06,19394.00,0
1,7,2011-05-13,21344.39,0
1,7,2011-05-20,18787.41,0
1,7,2011-05-27,26736.85,0
1,7,2011-06-03,38450.30,0
1,7,2011-06-10,38569.49,0
1,7,2011-06-17,31439.02,0
1,7,2011-06-24,23791.78,0
1,7,2011-07-01,23747.10,0
1,7,2011-07-08,20691.60,0
1,7,2011-07-15,14805.42,0
1,7,2011-07-22,16002.30,0
1,7,2011-07-29,16061.11,0
1,7,2011-08-05,17388.43,0
1,7,2011-08-12,14088.28,0
1,7,2011-08-19,13413.80,0
1,7,2011-08-26,12116.03,0
1,7,2011-09-02,14564.80,0
1,7,2011-09-09,13370.82,1
1,7,2011-09-16,14948.27,0
1,7,2011-09-23,14836.91,0
1,7,2011-09-30,13908.40,0
1,7,2011-10-07,12758.28,0
1,7,2011-10-14,13900.54,0
1,7,2011-10-21,24664.06,0
1,7,2011-10-28,26827.51,0
1,7,2011-11-04,24182.96,0
1,7,2011-11-11,25942.35,0
1,7,2011-11-18,21953.16,0
1,7,2011-11-25,71151.34,1
1,7,2011-12-02,33118.33,0
1,7,2011-12-09,47751.41,0
1,7,2011-12-16,69511.06,0
1,7,2011-12-23,119302.15,0
1,7,2011-12-30,38216.01,1
1,7,2012-01-06,12377.76,0
1,7,2012-01-13,9194.61,0
1,7,2012-01-20,10189.61,0
1,7,2012-01-27,11228.15,0
1,7,2012-02-03,16556.71,0
1,7,2012-02-10,21619.05,1
1,7,2012-02-17,16849.62,0
1,7,2012-02-24,15956.87,0
1,7,2012-03-02,16473.91,0
1,7,2012-03-09,17500.24,0
1,7,2012-03-16,20690.01,0
1,7,2012-03-23,15628.59,0
1,7,2012-03-30,18684.00,0
1,7,2012-04-06,27171.41,0
1,7,2012-04-13,21302.30,0
1,7,2012-04-20,19056.92,0
1,7,2012-04-27,18704.53,0
1,7,2012-05-04,22956.83,0
1,7,2012-05-11,23036.80,0
1,7,2012-05-18,19180.11,0
1,7,2012-05-25,28671.98,0
1,7,2012-06-01,31568.92,0
1,7,2012-06-08,30052.56,0
1,7,2012-06-15,26249.22,0
1,7,2012-06-22,24777.12,0
1,7,2012-06-29,24077.39,0
1,7,2012-07-06,27364.96,0
1,7,2012-07-13,18427.17,0
1,7,2012-07-20,16528.10,0
1,7,2012-07-27,17171.35,0
1,7,2012-08-03,16916.29,0
1,7,2012-08-10,16552.49,0
1,7,2012-08-17,16256.91,0
1,7,2012-08-24,15159.94,0
1,7,2012-08-31,15802.09,0
1,7,2012-09-07,16941.42,1
1,7,2012-09-14,15525.82,0
1,7,2012-09-21,22542.44,0
1,7,2012-09-28,22343.24,0
1,7,2012-10-05,22071.39,0
1,7,2012-10-12,20212.71,0
1,7,2012-10-19,21937.45,0
